Date,Open Price,High Price,Low Price,Close Price,WAP
28-March-2019,223.8116912841797,225.3677215576172,219.94940185546875,223.11410522460938,223.0177764892578
27-March-2019,222.7593231201172,225.5982666015625,220.26536560058597,222.8092041015625,223.00570678710938
26-March-2019,224.66012573242188,225.69476318359366,220.4163818359375,221.6035614013672,223.08099365234366
25-March-2019,224.0431060791016,226.51954650878903,220.81451416015625,223.78858947753903,223.40414428710938
22-March-2019,225.02735900878903,226.6495056152344,220.83648681640625,224.17550659179688,223.94189453125
21-March-2019,224.59327697753903,228.3002014160156,221.4847412109375,224.37083435058602,224.6387176513672
20-March-2019,223.87599182128903,225.89743041992188,220.8160095214844,223.8046875,223.1139678955078
19-March-2019,223.95556640625,228.0138397216797,221.77828979492188,223.2149353027344,223.7714080810547
18-March-2019,224.6857452392578,227.1466217041016,222.1929626464844,223.15347290039062,223.49752807617188
15-March-2019,225.0135955810547,227.0471954345703,221.81651306152344,223.98422241210938,224.26608276367188
